tourney_id;tourney_name;tourney_date;match_num;winner_id;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;loser_id;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;score;minutes;winner_rank;winner_rank_points;loser_rank;loser_rank_points
2022-520;Roland Garros;20220523;175;126523;Bernabe Zapata Miralles;R;185;ESP;25;126203;Taylor Fritz;R;193;USA;26;3-6 6-2 6-2 6-3;;131;475;14;2920
2022-520;Roland Garros;20220523;176;111815;Cameron Norrie;L;188;GBR;25;106186;Jason Kubler;R;178;AUS;29;6-3 6-4 6-3;;11;3455;160;367
2022-520;Roland Garros;20220523;177;111575;Karen Khachanov;R;198;RUS;26;106198;Hugo Dellien;R;180;BOL;26;4-6 6-4 7-6(1) 6-3;;25;1620;90;703
2022-520;Roland Garros;20220523;178;200624;Sebastian Korda;R;196;USA;25;104755;Richard Gasquet;R;185;FRA;35;7-6(5) 6-3 6-3;;30;1326;70;853
2022-520;Roland Garros;20220523;179;207989;Carlos Alcaraz;R;185;ESP;19;105077;Albert Ramos;L;188;ESP;34;6-1 6-7(7) 5-7 7-6(2) 6-4;;6;4648;44;1058
2022-520;Roland Garros;20220523;180;134770;Casper Ruud;R;183;NOR;25;200325;Emil Ruusuvuori;R;188;FIN;25;6-3 6-4 6-2;;8;3940;61;920
2022-520;Roland Garros;20220523;181;132283;Lorenzo Sonego;R;191;ITA;27;105311;Joao Sousa;R;185;POR;33;7-6(4) 6-3 6-4;;35;1190;63;906
2022-520;Roland Garros;20220523;182;105676;David Goffin;R;180;BEL;31;126207;Frances Tiafoe;R;188;USA;26;3-6 7-6(1) 6-2 6-4;;48;1023;27;1599
2022-520;Roland Garros;20220523;183;128034;Hubert Hurkacz;R;196;POL;24;106065;Marco Cecchinato;R;185;ITA;26;6-1 6-4 6-2;;13;3095;132;475
2022-520;Roland Garros;20220523;184;208029;Holger Rune;R;185;DEN;19;105967;Henri Laaksonen;R;185;SUI;25;6-2 6-3 6-3;;40;1159;96;668
2022-520;Roland Garros;20220523;185;200384;Hugo Gaston;L;173;FRA;25;106398;Pedro Cachin;R;185;ARG;25;6-4 6-2 6-4;;74;828;153;412
2022-520;Roland Garros;20220523;186;144707;Mikael Ymer;R;183;SWE;25;105554;Daniel Evans;R;175;GBR;32;6-3 3-6 6-2 6-3;;95;672;32;1232
2022-520;Roland Garros;20220523;187;126774;Stefanos Tsitsipas;R;193;GRE;25;144645;Zdenek Kolar;R;185;CZE;26;6-3 7-6(8) 6-7(3) 7-6(7);;4;5965;134;468
2022-520;Roland Garros;20220523;188;126094;Andrey Rublev;R;188;RUS;25;105643;Federico Delbonis;L;190;ARG;31;6-3 3-6 6-2 6-3;;7;3945;65;894
2022-520;Roland Garros;20220523;189;106426;Cristian Garin;R;185;CHI;25;125802;Ilya Ivashka;R;193;BLR;25;6-3 7-6(5) 4-6 6-3;;37;1168;50;1010
2022-520;Roland Garros;20220523;190;111456;Mackenzie Mcdonald;R;178;USA;24;105932;Nikoloz Basilashvili;R;185;GEO;30;6-3 6-1 6-4;;60;941;24;1628
2022-520;Roland Garros;20220523;191;206173;Jannik Sinner;R;188;ITA;25;106148;Roberto Carballes Baena;R;183;ESP;25;3-6 6-4 6-4 6-3;;12;3185;89;704
2022-520;Roland Garros;20220523;192;104468;Gilles Simon;R;183;FRA;37;105449;Steve Johnson;R;188;USA;32;7-5 6-1 7-6(6);;158;391;92;689
2022-520;Roland Garros;20220523;193;105227;Marin Cilic;R;198;CRO;33;105916;Marton Fucsovics;R;188;HUN;30;4-6 6-4 6-2 6-3;;23;1695;57;955
2022-520;Roland Garros;20220523;194;200175;Miomir Kecmanovic;R;183;SRB;25;122330;Alexander Bublik;R;196;KAZ;26;4-6 7-5 6-2 6-1;;31;1316;42;1083
2022-520;Roland Garros;20220523;195;106421;Daniil Medvedev;R;198;RUS;24;111513;Laslo Djere;R;188;SRB;26;6-3 6-4 6-3;;2;7980;56;956
2022-520;Roland Garros;20220523;196;104925;Novak Djokovic;R;188;SRB;35;105379;Aljaz Bedene;R;181;SLO;32;6-3 6-3 6-2;;1;8660;195;291
2022-520;Roland Garros;20220523;197;106043;Diego Schwartzman;R;170;ARG;25;105777;Grigor Dimitrov;R;188;BUL;31;6-3 6-1 6-2;;16;2505;21;1740
2022-520;Roland Garros;20220523;198;200000;Felix Auger Aliassime;R;193;CAN;25;105936;Filip Krajinovic;R;185;SRB;30;7-6(3) 7-6(2) 7-5;;9;3820;55;965
2022-520;Roland Garros;20220523;199;104745;Rafael Nadal;L;185;ESP;35;122298;Botic Van De Zandschulp;R;188;NED;26;6-3 6-2 6-4;133;5;5525;29;1344
2022-520;Roland Garros;20220523;200;100644;Alexander Zverev;R;198;GER;25;206909;Brandon Nakashima;R;185;USA;26;7-6(2) 6-3 7-6(5);;3;7075;75;827
2022-520;Roland Garros;20220523;201;126523;Bernabe Zapata Miralles;R;185;ESP;25;104545;John Isner;R;206;USA;37;6-4 3-6 6-4 6-7(5) 6-3;;131;475;26;1616
2022-520;Roland Garros;20220523;202;111575;Karen Khachanov;R;198;RUS;26;111815;Cameron Norrie;L;188;GBR;26;6-2 7-5 5-7 6-4;;25;1620;11;3455
2022-520;Roland Garros;20220523;203;207989;Carlos Alcaraz;R;185;ESP;19;200624;Sebastian Korda;R;196;USA;26;6-4 6-4 6-2;;6;4648;30;1326
2022-520;Roland Garros;20220523;204;134770;Casper Ruud;R;183;NOR;25;132283;Lorenzo Sonego;R;191;ITA;27;6-2 6-7(3) 1-6 6-4 6-3;;8;3940;35;1190
2022-520;Roland Garros;20220523;205;128034;Hubert Hurkacz;R;196;POL;24;105676;David Goffin;R;180;BEL;31;7-5 6-2 6-1;;13;3095;48;1023
2022-520;Roland Garros;20220523;206;208029;Holger Rune;R;185;DEN;19;200384;Hugo Gaston;L;173;FRA;26;6-3 6-3 6-3;;40;1159;74;828
2022-520;Roland Garros;20220523;207;126774;Stefanos Tsitsipas;R;193;GRE;25;144707;Mikael Ymer;R;183;SWE;26;6-2 6-2 6-1;;4;5965;95;672
2022-520;Roland Garros;20220523;208;126094;Andrey Rublev;R;188;RUS;25;106426;Cristian Garin;R;185;CHI;26;6-4 3-6 6-2 7-6(11);;7;3945;37;1168
2022-520;Roland Garros;20220523;209;206173;Jannik Sinner;R;188;ITA;25;111456;Mackenzie Mcdonald;R;178;USA;25;6-3 7-6(6) 6-3;;12;3185;60;941
2022-520;Roland Garros;20220523;210;105227;Marin Cilic;R;198;CRO;33;104468;Gilles Simon;R;183;FRA;37;6-0 6-3 6-2;;23;1695;158;391
2022-520;Roland Garros;20220523;211;106421;Daniil Medvedev;R;198;RUS;24;200175;Miomir Kecmanovic;R;183;SRB;26;6-2 6-4 6-2;;2;7980;31;1316
2022-520;Roland Garros;20220523;212;104925;Novak Djokovic;R;188;SRB;35;106043;Diego Schwartzman;R;170;ARG;26;6-1 6-3 6-3;;1;8660;16;2505
2022-520;Roland Garros;20220523;213;104745;Rafael Nadal;L;185;ESP;35;200000;Felix Auger Aliassime;R;193;CAN;26;3-6 6-3 6-2 3-6 6-3;263;5;5525;9;3820
2022-520;Roland Garros;20220523;214;100644;Alexander Zverev;R;198;GER;25;126523;Bernabe Zapata Miralles;R;185;ESP;26;7-6(11) 7-5 6-3;;3;7075;131;475
2022-520;Roland Garros;20220523;215;207989;Carlos Alcaraz;R;185;ESP;19;111575;Karen Khachanov;R;198;RUS;26;6-1 6-4 6-4;;6;4648;25;1620
2022-520;Roland Garros;20220523;216;134770;Casper Ruud;R;183;NOR;25;128034;Hubert Hurkacz;R;196;POL;25;6-2 6-3 3-6 6-3;;8;3940;13;3095
2022-520;Roland Garros;20220523;217;208029;Holger Rune;R;185;DEN;19;126774;Stefanos Tsitsipas;R;193;GRE;26;7-5 3-6 6-3 6-4;;40;1159;4;5965
2022-520;Roland Garros;20220523;218;126094;Andrey Rublev;R;188;RUS;25;206173;Jannik Sinner;R;188;ITA;26;1-6 6-4 2-0 RET;;7;3945;12;3185
2022-520;Roland Garros;20220523;219;105227;Marin Cilic;R;198;CRO;33;106421;Daniil Medvedev;R;198;RUS;25;6-2 6-3 6-2;;23;1695;2;7980
2022-520;Roland Garros;20220523;220;104745;Rafael Nadal;L;185;ESP;35;104925;Novak Djokovic;R;188;SRB;35;6-2 4-6 6-2 7-6(4);252;5;5525;1;8660
2022-520;Roland Garros;20220523;221;100644;Alexander Zverev;R;198;GER;25;207989;Carlos Alcaraz;R;185;ESP;19;6-4 6-4 4-6 7-6(7);;3;7075;6;4648
2022-520;Roland Garros;20220523;222;134770;Casper Ruud;R;183;NOR;25;208029;Holger Rune;R;185;DEN;19;6-1 4-6 7-6(2) 6-3;;8;3940;40;1159
2022-520;Roland Garros;20220523;223;105227;Marin Cilic;R;198;CRO;33;126094;Andrey Rublev;R;188;RUS;26;5-7 6-3 6-4 3-6 7-6(2);;23;1695;7;3945
2022-520;Roland Garros;20220523;224;104745;Rafael Nadal;L;185;ESP;35;100644;Alexander Zverev;R;198;GER;25;7-6(8) 6-6 RET;187;5;5525;3;7075
2022-520;Roland Garros;20220523;225;134770;Casper Ruud;R;183;NOR;25;105227;Marin Cilic;R;198;CRO;33;3-6 6-4 6-2 6-2;;8;3940;23;1695
2022-520;Roland Garros;20220523;226;104745;Rafael Nadal;L;185;ESP;35;134770;Casper Ruud;R;183;NOR;26;6-3 6-3 6-0;138;5;5525;8;3940
2022-0440;s Hertogenbosch;20220606;300;126646;Tim Van Rijthoven;R;188;NED;24;106421;Daniil Medvedev;R;198;RUS;26;6-4 6-1;65;205;298;2;8160
2022-0440;s Hertogenbosch;20220606;299;106421;Daniil Medvedev;R;198;RUS;25;105173;Adrian Mannarino;L;183;FRA;33;7-5 7-5;116;2;8160;70;858
2022-0440;s Hertogenbosch;20220606;298;126646;Tim Van Rijthoven;R;188;NED;24;200000;Felix Auger Aliassime;R;193;CAN;26;6-3 1-6 7-6(5);122;205;298;9;3955
2022-0440;s Hertogenbosch;20220606;297;106421;Daniil Medvedev;R;198;RUS;25;125802;Ilya Ivashka;R;193;BLR;25;7-6(8) 6-4;111;2;8160;49;1035
2022-0440;s Hertogenbosch;20220606;296;105173;Adrian Mannarino;L;183;FRA;33;206909;Brandon Nakashima;R;185;USA;26;6-7(5) 6-1 6-4;123;70;858;64;932
2022-0440;s Hertogenbosch;20220606;295;126646;Tim Van Rijthoven;R;188;NED;24;200384;Hugo Gaston;L;173;FRA;26;7-6(2) 6-4;81;205;298;66;912
2022-0440;s Hertogenbosch;20220606;294;200000;Felix Auger Aliassime;R;193;CAN;25;111575;Karen Khachanov;R;198;RUS;26;7-6(5) 6-4;106;9;3955;23;1755
2022-0440;s Hertogenbosch;20220606;293;106421;Daniil Medvedev;R;198;RUS;25;104468;Gilles Simon;R;183;FRA;37;7-5 6-4;112;2;8160;134;481
2022-0440;s Hertogenbosch;20220606;292;125802;Ilya Ivashka;R;193;BLR;24;200325;Emil Ruusuvuori;R;188;FIN;25;6-4 6-2;86;49;1035;62;945
2022-0440;s Hertogenbosch;20220606;291;105173;Adrian Mannarino;L;183;FRA;33;200282;Alex De Minaur;R;183;AUS;25;6-2 6-3;80;70;858;22;1825
2022-0440;s Hertogenbosch;20220606;290;206909;Brandon Nakashima;R;185;USA;25;105023;Sam Querrey;R;198;USA;34;7-6(4) 7-6(6);87;64;932;107;580
2022-0440;s Hertogenbosch;20220606;289;200384;Hugo Gaston;L;173;FRA;25;202385;Jenson Brooksby;R;188;USA;26;3-6 6-3 7-5;157;66;912;34;1217
2022-0440;s Hertogenbosch;20220606;288;126646;Tim Van Rijthoven;R;188;NED;24;126203;Taylor Fritz;R;193;USA;26;6-7(9) 7-5 6-4;138;205;298;14;2920
2022-0440;s Hertogenbosch;20220606;287;111575;Karen Khachanov;R;198;RUS;26;111794;Kamil Majchrzak;R;183;POL;26;5-7 7-5 7-6(5);158;23;1755;81;774
2022-0440;s Hertogenbosch;20220606;286;200000;Felix Auger Aliassime;R;193;CAN;25;134868;Tallon Griekspoor;R;188;NED;26;7-6(2) 7-6(5);106;9;3955;56;984
2022-0440;s Hertogenbosch;20220606;284;104468;Gilles Simon;R;183;FRA;37;105902;James Duckworth;R;183;AUS;26;6-4 7-6(9);;134;481;71;853
2022-0440;s Hertogenbosch;20220606;283;125802;Ilya Ivashka;R;193;BLR;24;111456;Mackenzie Mcdonald;R;178;USA;25;6-3 6-7(8) 6-1;133;49;1035;51;1021
2022-0440;s Hertogenbosch;20220606;282;200325;Emil Ruusuvuori;R;188;FIN;24;122298;Botic Van De Zandschulp;R;188;NED;26;4-6 6-2 6-1;105;62;945;29;1408
2022-0440;s Hertogenbosch;20220606;280;105173;Adrian Mannarino;L;183;FRA;33;104312;Andreas Seppi;R;190;ITA;38;7-6(4) 7-6(9);127;70;858;141;466
2022-0440;s Hertogenbosch;20220606;279;105023;Sam Querrey;R;198;USA;34;104898;Robin Haase;R;190;NED;35;6-3 6-2;59;107;580;256;216
2022-0440;s Hertogenbosch;20220606;278;206909;Brandon Nakashima;R;185;USA;25;126205;Tommy Paul;R;185;USA;25;6-7(4) 7-6(5) 7-6(2);184;64;932;39;1138
2022-0440;s Hertogenbosch;20220606;277;202385;Jenson Brooksby;R;188;USA;25;207411;Jesper De Jong;R;;NED;22;7-6(3) 6-3;93;34;1217;171;347
2022-0440;s Hertogenbosch;20220606;276;200384;Hugo Gaston;L;173;FRA;25;126952;Soon Woo Kwon;R;180;KOR;26;6-2 6-1;54;66;912;75;844
2022-0440;s Hertogenbosch;20220606;275;126646;Tim Van Rijthoven;R;188;NED;24;105051;Matthew Ebden;R;188;AUS;34;7-6(4) 7-6(9);113;205;298;432;92
2022-0440;s Hertogenbosch;20220606;273;111575;Karen Khachanov;R;198;RUS;26;126214;Alejandro Tabilo;L;188;CHI;25;6-3 6-3;70;23;1755;82;763
2022-0440;s Hertogenbosch;20220606;272;111794;Kamil Majchrzak;R;183;POL;25;136440;Dominik Koepfer;L;180;GER;25;6-1 6-4;58;81;774;96;671
2022-0440;s Hertogenbosch;20220606;271;134868;Tallon Griekspoor;R;188;NED;25;105379;Aljaz Bedene;R;181;SLO;32;7-5 7-5;91;56;984;161;361
2022-0321;Stuttgart;20220606;300;126610;Matteo Berrettini;R;196;ITA;24;104918;Andy Murray;R;190;GBR;35;6-4 5-7 6-3;160;10;3805;68;890
2022-0321;Stuttgart;20220606;299;104918;Andy Murray;R;190;GBR;35;106401;Nick Kyrgios;R;193;AUS;25;7-6(5) 6-2;91;68;890;78;803
2022-0321;Stuttgart;20220606;298;126610;Matteo Berrettini;R;196;ITA;24;106214;Oscar Otte;R;196;GER;26;7-6(7) 7-6(5);106;10;3805;61;945
2022-0321;Stuttgart;20220606;297;104918;Andy Murray;R;190;GBR;35;126774;Stefanos Tsitsipas;R;193;GRE;26;7-6(4) 6-3;100;68;890;5;6100
2022-0321;Stuttgart;20220606;296;106401;Nick Kyrgios;R;193;AUS;24;105916;Marton Fucsovics;R;188;HUN;26;7-6(3) 3-0 RET;54;78;803;55;990
2022-0321;Stuttgart;20220606;295;106214;Oscar Otte;R;196;GER;25;126127;Benjamin Bonzi;R;185;FRA;26;W/O;0;61;945;58;971
2022-0321;Stuttgart;20220606;294;126610;Matteo Berrettini;R;196;ITA;24;132283;Lorenzo Sonego;R;191;ITA;27;3-6 6-3 6-4;137;10;3805;32;1260
2022-0321;Stuttgart;20220606;293;126774;Stefanos Tsitsipas;R;193;GRE;25;208502;Dominic Stricker;L;180;SUI;26;6-3 6-4;70;5;6100;200;303
2022-0321;Stuttgart;20220606;292;104918;Andy Murray;R;190;GBR;35;122330;Alexander Bublik;R;196;KAZ;26;6-3 7-6(4);102;68;890;42;1108
2022-0321;Stuttgart;20220606;291;105916;Marton Fucsovics;R;188;HUN;25;128034;Hubert Hurkacz;R;196;POL;26;7-5 6-7(7) 6-3;130;55;990;13;3258
2022-0321;Stuttgart;20220606;290;106401;Nick Kyrgios;R;193;AUS;24;105932;Nikoloz Basilashvili;R;185;GEO;30;6-7(4) 6-4 6-3;110;78;803;26;1663
2022-0321;Stuttgart;20220606;289;126127;Benjamin Bonzi;R;185;FRA;25;126239;Arthur Rinderknech;R;196;FRA;26;7-6(3) 6-2;74;58;971;60;946
2022-0321;Stuttgart;20220606;288;106214;Oscar Otte;R;196;GER;25;133430;Denis Shapovalov;L;185;CAN;25;7-6(6) 7-6(4);98;61;945;16;2531
2022-0321;Stuttgart;20220606;287;132283;Lorenzo Sonego;R;191;ITA;27;105526;Jan Lennard Struff;R;193;GER;32;7-6(2) 7-6(4);107;32;1260;103;613
2022-0321;Stuttgart;20220606;286;126610;Matteo Berrettini;R;196;ITA;24;105430;Radu Albot;R;175;MDA;32;6-2 4-6 6-3;113;10;3805;121;520
2022-0321;Stuttgart;20220606;284;208502;Dominic Stricker;L;180;SUI;25;202195;Maxime Cressy;R;198;USA;25;6-7(2) 7-6(5) 7-6(2);157;200;303;67;909
2022-0321;Stuttgart;20220606;283;104918;Andy Murray;R;190;GBR;35;106331;Christopher Oconnell;R;183;AUS;28;6-4 6-3;95;68;890;116;531
2022-0321;Stuttgart;20220606;282;122330;Alexander Bublik;R;196;KAZ;25;106045;Denis Kudla;R;180;USA;26;7-6(3) 7-5;93;42;1108;77;816
2022-0321;Stuttgart;20220606;280;105916;Marton Fucsovics;R;188;HUN;25;200514;Jurij Rodionov;L;191;AUT;23;6-7(5) 6-3 6-4;145;55;990;129;492
2022-0321;Stuttgart;20220606;279;106401;Nick Kyrgios;R;193;AUS;24;208103;Jiri Lehecka;R;185;CZE;26;7-6(3) 6-3;77;78;803;79;791
2022-0321;Stuttgart;20220606;278;105932;Nikoloz Basilashvili;R;185;GEO;30;207518;Lorenzo Musetti;R;185;ITA;25;7-5 6-3;90;26;1663;57;972
2022-0321;Stuttgart;20220606;277;126239;Arthur Rinderknech;R;196;FRA;25;200005;Ugo Humbert;L;188;FRA;26;4-6 7-6(4) 6-4;129;60;946;48;1044
2022-0321;Stuttgart;20220606;276;126127;Benjamin Bonzi;R;185;FRA;25;103852;Feliciano Lopez;L;188;ESP;40;6-4 6-1;65;58;971;113;537
2022-0321;Stuttgart;20220606;275;106214;Oscar Otte;R;196;GER;25;127157;Daniel Altmaier;R;191;GER;26;7-6(2) 7-6(4);86;61;945;59;965
2022-0321;Stuttgart;20220606;273;132283;Lorenzo Sonego;R;191;ITA;27;105332;Benoit Paire;R;196;FRA;33;7-5 6-2;77;32;1260;80;784
2022-0321;Stuttgart;20220606;272;105526;Jan Lennard Struff;R;193;GER;32;106218;Marcos Giron;R;180;USA;26;7-5 5-7 7-6(8);127;103;613;53;1011
2022-0321;Stuttgart;20220606;271;105430;Radu Albot;R;175;MDA;32;105311;Joao Sousa;R;185;POR;33;6-2 7-6(7);103;121;520;63;936
2022-0500;Halle;20220613;300;128034;Hubert Hurkacz;R;196;POL;25;106421;Daniil Medvedev;R;198;RUS;26;6-1 6-4;63;12;3258;1;7950
2022-0500;Halle;20220613;299;106421;Daniil Medvedev;R;198;RUS;25;106214;Oscar Otte;R;196;GER;26;7-6(3) 6-3;97;1;7950;51;1000
2022-0500;Halle;20220613;298;128034;Hubert Hurkacz;R;196;POL;25;106401;Nick Kyrgios;R;193;AUS;25;4-6 7-6(2) 7-6(4);124;12;3258;65;893
2022-0500;Halle;20220613;297;106421;Daniil Medvedev;R;198;RUS;25;105138;Roberto Bautista Agut;R;183;ESP;34;6-2 6-4;86;1;7950;20;1858
2022-0500;Halle;20220613;296;106214;Oscar Otte;R;196;GER;25;111575;Karen Khachanov;R;198;RUS;26;4-6 7-6(5) 6-4;131;51;1000;23;1710
2022-0500;Halle;20220613;295;128034;Hubert Hurkacz;R;196;POL;25;200000;Felix Auger Aliassime;R;193;CAN;26;7-6(2) 7-6(4);106;12;3258;9;3895
2022-0500;Halle;20220613;294;106401;Nick Kyrgios;R;193;AUS;24;105807;Pablo Carreno Busta;R;188;ESP;26;6-4 6-2;68;65;893;19;1965
2022-0500;Halle;20220613;293;106421;Daniil Medvedev;R;198;RUS;25;125802;Ilya Ivashka;R;193;BLR;25;7-6(4) 6-3;96;1;7950;42;1060
2022-0500;Halle;20220613;292;105138;Roberto Bautista Agut;R;183;ESP;34;134868;Tallon Griekspoor;R;188;NED;26;6-7(6) 6-4 6-2;118;20;1858;61;914
2022-0500;Halle;20220613;291;106214;Oscar Otte;R;196;GER;25;105932;Nikoloz Basilashvili;R;185;GEO;26;4-6 6-0 7-6(3);116;51;1000;25;1628
2022-0500;Halle;20220613;290;111575;Karen Khachanov;R;198;RUS;26;111513;Laslo Djere;R;188;SRB;27;7-6(4) 6-4;102;23;1710;62;911
2022-0500;Halle;20220613;289;128034;Hubert Hurkacz;R;196;POL;25;200005;Ugo Humbert;L;188;FRA;26;7-6(5) 6-3;105;12;3258;50;1009
2022-0500;Halle;20220613;288;200000;Felix Auger Aliassime;R;193;CAN;25;111456;Mackenzie Mcdonald;R;178;USA;25;7-6(7) 6-1;92;9;3895;53;961
2022-0500;Halle;20220613;287;105807;Pablo Carreno Busta;R;188;ESP;25;200624;Sebastian Korda;R;196;USA;26;6-4 0-6 6-3;99;19;1965;41;1073
2022-0500;Halle;20220613;286;106401;Nick Kyrgios;R;193;AUS;24;126774;Stefanos Tsitsipas;R;193;GRE;26;5-7 6-2 6-4;125;65;893;6;4945
2022-0500;Halle;20220613;285;106421;Daniil Medvedev;R;198;RUS;25;105676;David Goffin;R;180;BEL;26;6-3 6-2;64;1;7950;39;1080
2022-0500;Halle;20220613;284;125802;Ilya Ivashka;R;193;BLR;24;105526;Jan Lennard Struff;R;193;GER;32;3-6 6-3 7-6(5);123;42;1060;149;408
2022-0500;Halle;20220613;283;134868;Tallon Griekspoor;R;188;NED;25;144684;Alex Molcan;L;178;SVK;26;7-6(10) 6-3;93;61;914;45;1046
2022-0500;Halle;20220613;282;105138;Roberto Bautista Agut;R;183;ESP;34;105916;Marton Fucsovics;R;188;HUN;26;6-2 3-0 RET;45;20;1858;58;932
2022-0500;Halle;20220613;281;105932;Nikoloz Basilashvili;R;185;GEO;25;126094;Andrey Rublev;R;188;RUS;26;7-6(1) 6-4;84;25;1628;8;4125
2022-0500;Halle;20220613;280;106214;Oscar Otte;R;196;GER;25;200175;Miomir Kecmanovic;R;183;SRB;26;7-6(5) 6-4;77;51;1000;30;1361
2022-0500;Halle;20220613;279;111513;Laslo Djere;R;188;SRB;27;202260;Henri Squire;U;;GER;26;4-3 RET;26;62;911;291;169
2022-0500;Halle;20220613;278;111575;Karen Khachanov;R;198;RUS;26;106234;Aslan Karatsev;R;185;RUS;26;6-7(4) 6-1 6-2;113;23;1710;38;1093
2022-0500;Halle;20220613;277;128034;Hubert Hurkacz;R;196;POL;25;202195;Maxime Cressy;R;198;USA;25;6-4 4-6 6-4;127;12;3258;63;909
2022-0500;Halle;20220613;276;200005;Ugo Humbert;L;188;FRA;25;105430;Radu Albot;R;175;MDA;32;6-7(4) 7-6(4) 7-5;164;50;1009;116;524
2022-0500;Halle;20220613;275;111456;Mackenzie Mcdonald;R;178;USA;24;144817;Marc Andrea Huesler;L;196;SUI;26;7-6(4) 6-4;83;53;961;114;529
2022-0500;Halle;20220613;274;200000;Felix Auger Aliassime;R;193;CAN;25;106218;Marcos Giron;R;180;USA;26;6-3 5-7 6-3;132;9;3895;60;931
2022-0500;Halle;20220613;273;105807;Pablo Carreno Busta;R;188;ESP;25;208029;Holger Rune;R;185;DEN;25;6-3 7-6(5);107;19;1965;28;1429
2022-0500;Halle;20220613;272;200624;Sebastian Korda;R;196;USA;25;106426;Cristian Garin;R;185;CHI;26;6-2 6-3;79;41;1073;43;1055
2022-0500;Halle;20220613;271;106401;Nick Kyrgios;R;193;AUS;24;127157;Daniel Altmaier;R;191;GER;26;6-3 7-5;67;65;893;66;868
2022-0500;Halle;20220613;270;126774;Stefanos Tsitsipas;R;193;GRE;25;126127;Benjamin Bonzi;R;185;FRA;26;7-6(1) 1-6 6-3;115;6;4945;52;981
2022-0311;Queen's Club;20220613;300;126610;Matteo Berrettini;R;196;ITA;24;105936;Filip Krajinovic;R;185;SRB;30;7-5 6-4;93;10;3570;48;1010
2022-0311;Queen's Club;20220613;299;105936;Filip Krajinovic;R;185;SRB;30;105227;Marin Cilic;R;198;CRO;33;6-3 6-3;79;48;1010;17;2130
2022-0311;Queen's Club;20220613;298;126610;Matteo Berrettini;R;196;ITA;24;122298;Botic Van De Zandschulp;R;188;NED;26;6-4 6-3;90;10;3570;29;1364
2022-0311;Queen's Club;20220613;297;105936;Filip Krajinovic;R;185;SRB;30;126106;Ryan Peniston;U;;GBR;26;4-6 6-3 6-3;127;48;1010;180;321
2022-0311;Queen's Club;20220613;296;105227;Marin Cilic;R;198;CRO;33;200325;Emil Ruusuvuori;R;188;FIN;25;7-6(2) 6-4;107;17;2130;56;945
2022-0311;Queen's Club;20220613;295;122298;Botic Van De Zandschulp;R;188;NED;25;200221;Alejandro Davidovich Fokina;R;183;ESP;23;6-2 6-4;73;29;1364;44;1050
2022-0311;Queen's Club;20220613;294;126610;Matteo Berrettini;R;196;ITA;24;126205;Tommy Paul;R;185;USA;25;6-4 6-2;73;10;3570;35;1113
2022-0311;Queen's Club;20220613;293;126106;Ryan Peniston;U;;GBR;25;202103;Francisco Cerundolo;R;185;ARG;26;6-0 4-6 6-4;120;180;321;46;1035
2022-0311;Queen's Club;20220613;292;105936;Filip Krajinovic;R;185;SRB;30;105023;Sam Querrey;R;198;USA;34;4-6 6-3 6-4;95;48;1010;121;512
2022-0311;Queen's Club;20220613;291;200325;Emil Ruusuvuori;R;188;FIN;24;207733;Jack Draper;L;191;GBR;26;6-2 7-6(2);99;56;945;99;582
2022-0311;Queen's Club;20220613;290;105227;Marin Cilic;R;198;CRO;33;122330;Alexander Bublik;R;196;KAZ;26;7-6(6) 7-5;94;17;2130;37;1105
2022-0311;Queen's Club;20220613;289;200221;Alejandro Davidovich Fokina;R;183;ESP;23;200282;Alex De Minaur;R;183;AUS;26;4-6 6-4 7-5;135;44;1050;21;1768
2022-0311;Queen's Club;20220613;288;122298;Botic Van De Zandschulp;R;188;NED;25;105777;Grigor Dimitrov;R;188;BUL;31;7-6(5) 6-3;98;29;1364;22;1740
2022-0311;Queen's Club;20220613;287;126205;Tommy Paul;R;185;USA;25;104527;Stan Wawrinka;R;183;SUI;37;6-1 6-4;65;35;1113;290;169
2022-0311;Queen's Club;20220613;286;126610;Matteo Berrettini;R;196;ITA;24;106045;Denis Kudla;R;180;USA;26;3-6 7-6(5) 6-4;166;10;3570;82;733
2022-0311;Queen's Club;20220613;285;126106;Ryan Peniston;U;;GBR;25;134770;Casper Ruud;R;183;NOR;26;7-6(4) 7-6(2);130;180;321;5;5050
2022-0311;Queen's Club;20220613;284;202103;Francisco Cerundolo;R;185;ARG;25;124079;Pedro Martinez;R;185;ESP;25;6-3 6-2;91;46;1035;49;1010
2022-0311;Queen's Club;20220613;283;105936;Filip Krajinovic;R;185;SRB;30;202385;Jenson Brooksby;R;188;USA;26;6-4 6-3;99;48;1010;33;1187
2022-0311;Queen's Club;20220613;282;105023;Sam Querrey;R;198;USA;34;106043;Diego Schwartzman;R;170;ARG;26;6-1 6-4;56;121;512;16;2325
2022-0311;Queen's Club;20220613;281;207733;Jack Draper;L;191;GBR;25;126203;Taylor Fritz;R;193;USA;26;6-3 6-2;72;99;582;14;2920
2022-0311;Queen's Club;20220613;280;200325;Emil Ruusuvuori;R;188;FIN;24;111460;Quentin Halys;R;191;FRA;26;6-4 6-7(6) 6-4;144;56;945;86;715
2022-0311;Queen's Club;20220613;279;122330;Alexander Bublik;R;196;KAZ;25;207518;Lorenzo Musetti;R;185;ITA;25;6-3 0-0 RET;37;37;1105;74;802
