tourney_id;tourney_name;tourney_date;match_num;winner_id;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;loser_id;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;score;minutes;winner_rank;winner_rank_points;loser_rank;loser_rank_points
2022-8888;Atp Cup;20220103;300;200000;Felix Auger Aliassime;R;193;CAN;21;105138;Roberto Bautista Agut;R;183;ESP;33;7-6(3) 6-3;129;11;3308;19;2260
2022-8888;Atp Cup;20220103;299;133430;Denis Shapovalov;L;185;CAN;22;105807;Pablo Carreno Busta;R;188;ESP;26;6-4 6-3;98;14;2475;20;2230
2022-8888;Atp Cup;20220103;298;105138;Roberto Bautista Agut;R;183;ESP;33;128034;Hubert Hurkacz;R;196;POL;26;7-6(6) 2-6 7-6(5);164;19;2260;9;3706
2022-8888;Atp Cup;20220103;297;105807;Pablo Carreno Busta;R;188;ESP;30;126591;Jan Zielinski;R;;POL;25;6-2 6-1;53;20;2230;860;18
2022-8888;Atp Cup;20220103;296;106421;Daniil Medvedev;R;198;RUS;25;200000;Felix Auger Aliassime;R;193;CAN;26;6-4 6-0;68;2;8640;11;3308
2022-8888;Atp Cup;20220103;295;133430;Denis Shapovalov;L;185;CAN;22;126128;Roman Safiullin;R;185;RUS;26;6-4 5-7 6-4;159;14;2475;167;409
2022-8888;Atp Cup;20220103;294;134770;Casper Ruud;R;183;NOR;23;105583;Dusan Lajovic;R;180;SRB;26;6-3 7-5;100;8;4160;33;1591
2022-8888;Atp Cup;20220103;293;105936;Filip Krajinovic;R;185;SRB;29;126340;Viktor Durasovic;R;185;NOR;26;6-2 7-5;73;42;1402;345;137
2022-8888;Atp Cup;20220103;292;106426;Cristian Garin;R;185;CHI;25;105583;Dusan Lajovic;R;180;SRB;26;4-6 6-4 3-0 RET;134;17;2353;33;1591
2022-8888;Atp Cup;20220103;291;105936;Filip Krajinovic;R;185;SRB;29;126214;Alejandro Tabilo;L;188;CHI;26;6-4 3-6 7-6(5);145;42;1402;139;505
2022-8888;Atp Cup;20220103;290;105138;Roberto Bautista Agut;R;183;ESP;33;105583;Dusan Lajovic;R;180;SRB;26;6-1 6-4;84;19;2260;33;1591
2022-8888;Atp Cup;20220103;289;105807;Pablo Carreno Busta;R;188;ESP;30;105936;Filip Krajinovic;R;185;SRB;26;6-3 6-4;80;20;2230;42;1402
2022-8888;Atp Cup;20220103;288;134770;Casper Ruud;R;183;NOR;23;106426;Cristian Garin;R;185;CHI;26;6-4 6-1;84;8;4160;17;2353
2022-8888;Atp Cup;20220103;287;126214;Alejandro Tabilo;L;188;CHI;24;126340;Viktor Durasovic;R;185;NOR;26;6-1 6-7(5) 6-1;109;139;505;345;137
2022-8888;Atp Cup;20220103;286;105138;Roberto Bautista Agut;R;183;ESP;33;134770;Casper Ruud;R;183;NOR;23;6-4 7-6(4);105;19;2260;8;4160
2022-8888;Atp Cup;20220103;285;105807;Pablo Carreno Busta;R;188;ESP;30;126340;Viktor Durasovic;R;185;NOR;26;6-3 6-3;68;20;2230;345;137
2022-8888;Atp Cup;20220103;284;105138;Roberto Bautista Agut;R;183;ESP;33;106426;Cristian Garin;R;185;CHI;26;6-0 6-3;81;19;2260;17;2353
2022-8888;Atp Cup;20220103;283;105807;Pablo Carreno Busta;R;188;ESP;30;126214;Alejandro Tabilo;L;188;CHI;26;6-4 7-6(4);112;20;2230;139;505
2022-8888;Atp Cup;20220103;282;106421;Daniil Medvedev;R;198;RUS;25;126610;Matteo Berrettini;R;196;ITA;26;6-2 6-7(5) 6-4;157;2;8640;7;4568
2022-8888;Atp Cup;20220103;281;206173;Jannik Sinner;R;188;ITA;20;126128;Roman Safiullin;R;185;RUS;26;7-6(6) 6-3;116;10;3350;167;409
2022-8888;Atp Cup;20220103;280;200005;Ugo Humbert;L;188;FRA;23;106421;Daniil Medvedev;R;198;RUS;26;6-7(5) 7-5 7-6(2);175;35;1558;2;8640
2022-8888;Atp Cup;20220103;279;126128;Roman Safiullin;R;185;RUS;24;126239;Arthur Rinderknech;R;196;FRA;26;2-6 7-5 6-3;145;167;409;58;1029
2022-8888;Atp Cup;20220103;278;106421;Daniil Medvedev;R;198;RUS;25;200282;Alex De Minaur;R;183;AUS;26;6-4 6-2;80;2;8640;34;1561
2022-8888;Atp Cup;20220103;277;126128;Roman Safiullin;R;185;RUS;24;105902;James Duckworth;R;183;AUS;26;7-6(6) 6-4;118;167;409;49;1176
2022-8888;Atp Cup;20220103;276;126610;Matteo Berrettini;R;196;ITA;25;200005;Ugo Humbert;L;188;FRA;26;6-4 7-6(6);95;7;4568;35;1558
2022-8888;Atp Cup;20220103;275;206173;Jannik Sinner;R;188;ITA;20;126239;Arthur Rinderknech;R;196;FRA;26;6-3 7-6(3);96;10;3350;58;1029
2022-8888;Atp Cup;20220103;274;200282;Alex De Minaur;R;183;AUS;22;126610;Matteo Berrettini;R;196;ITA;26;6-3 7-6(4);84;34;1561;7;4568
2022-8888;Atp Cup;20220103;273;206173;Jannik Sinner;R;188;ITA;20;126845;Max Purcell;R;185;AUS;26;6-1 6-3;63;10;3350;176;386
2022-8888;Atp Cup;20220103;272;200282;Alex De Minaur;R;183;AUS;22;200005;Ugo Humbert;L;188;FRA;26;3-6 7-6(2) 6-1;137;34;1561;35;1558
2022-8888;Atp Cup;20220103;271;126239;Arthur Rinderknech;R;196;FRA;26;105902;James Duckworth;R;183;AUS;26;6-4 7-6(6);113;58;1029;49;1176
2022-8888;Atp Cup;20220103;270;200000;Felix Auger Aliassime;R;193;CAN;21;100644;Alexander Zverev;R;198;GER;26;6-4 4-6 6-3;151;11;3308;3;7840
2022-8888;Atp Cup;20220103;269;133430;Denis Shapovalov;L;185;CAN;22;105526;Jan Lennard Struff;R;193;GER;31;7-6(5) 4-6 6-3;154;14;2475;51;1134
2022-8888;Atp Cup;20220103;268;100644;Alexander Zverev;R;198;GER;24;111815;Cameron Norrie;L;188;GBR;26;7-6(2) 6-1;87;3;7840;12;2945
2022-8888;Atp Cup;20220103;267;105554;Daniel Evans;R;175;GBR;31;105526;Jan Lennard Struff;R;193;GER;31;6-1 6-2;69;25;1942;51;1134
2022-8888;Atp Cup;20220103;266;100644;Alexander Zverev;R;198;GER;24;126203;Taylor Fritz;R;193;USA;25;6-4 6-4;89;3;7840;23;2050
2022-8888;Atp Cup;20220103;265;105526;Jan Lennard Struff;R;193;GER;31;104545;John Isner;R;206;USA;36;7-6(7) 4-6 7-5;163;51;1134;24;1991
2022-8888;Atp Cup;20220103;264;200000;Felix Auger Aliassime;R;193;CAN;21;111815;Cameron Norrie;L;188;GBR;26;7-6(4) 6-3;119;11;3308;12;2945
2022-8888;Atp Cup;20220103;263;105554;Daniel Evans;R;175;GBR;31;133430;Denis Shapovalov;L;185;CAN;26;6-4 6-4;82;25;1942;14;2475
2022-8888;Atp Cup;20220103;262;126203;Taylor Fritz;R;193;USA;24;200000;Felix Auger Aliassime;R;193;CAN;26;6-7(6) 6-4 6-4;147;23;2050;11;3308
2022-8888;Atp Cup;20220103;261;104545;John Isner;R;206;USA;36;111790;Brayden Schnur;R;193;CAN;26;6-1 6-3;65;24;1991;238;264
2022-8888;Atp Cup;20220103;260;126203;Taylor Fritz;R;193;USA;24;111815;Cameron Norrie;L;188;GBR;26;7-6(4) 3-6 6-1;118;23;2050;12;2945
2022-8888;Atp Cup;20220103;259;105554;Daniel Evans;R;175;GBR;31;104545;John Isner;R;206;USA;36;6-4 7-6(3);94;25;1942;24;1991
2022-8888;Atp Cup;20220103;258;128034;Hubert Hurkacz;R;196;POL;24;209362;Aristotelis Thanos;R;;GRE;26;6-1 6-2;54;9;3706;1078;10
2022-8888;Atp Cup;20220103;257;111794;Kamil Majchrzak;R;183;POL;25;133018;Michail Pervolarakis;R;193;CYP;26;6-1 6-4;79;117;633;399;106
2022-8888;Atp Cup;20220103;256;106043;Diego Schwartzman;R;170;ARG;29;126774;Stefanos Tsitsipas;R;193;GRE;26;6-7(5) 6-3 6-3;163;13;2625;4;6540
2022-8888;Atp Cup;20220103;255;105643;Federico Delbonis;L;190;ARG;31;133018;Michail Pervolarakis;R;193;CYP;26;7-6(5) 6-1;91;44;1327;399;106
2022-8888;Atp Cup;20220103;254;126774;Stefanos Tsitsipas;R;193;GRE;23;105932;Nikoloz Basilashvili;R;185;GEO;26;4-1 RET;33;4;6540;22;2101
2022-8888;Atp Cup;20220103;253;133018;Michail Pervolarakis;R;193;CYP;25;106223;Aleksandre Metreveli;R;183;GEO;26;6-3 6-2;68;399;106;570;55
2022-8888;Atp Cup;20220103;252;128034;Hubert Hurkacz;R;196;POL;24;106043;Diego Schwartzman;R;170;ARG;26;6-1 6-4;81;9;3706;13;2625
2022-8888;Atp Cup;20220103;251;111794;Kamil Majchrzak;R;183;POL;25;105643;Federico Delbonis;L;190;ARG;31;6-3 7-6(3);105;117;633;44;1327
2022-8888;Atp Cup;20220103;250;128034;Hubert Hurkacz;R;196;POL;24;106223;Aleksandre Metreveli;R;183;GEO;26;6-7(5) 6-3 6-1;122;9;3706;570;55
2022-8888;Atp Cup;20220103;249;111794;Kamil Majchrzak;R;183;POL;25;126762;Aleksandre Bakshi;L;;GEO;26;6-1 6-1;53;117;633;974;13
2022-8888;Atp Cup;20220103;248;106043;Diego Schwartzman;R;170;ARG;29;105932;Nikoloz Basilashvili;R;185;GEO;26;6-1 6-2;61;13;2625;22;2101
2022-8888;Atp Cup;20220103;247;105643;Federico Delbonis;L;190;ARG;31;106223;Aleksandre Metreveli;R;183;GEO;26;6-1 6-2;65;44;1327;570;55
2022-8998;Adelaide 1;20220103;300;104792;Gael Monfils;R;193;FRA;35;111575;Karen Khachanov;R;198;RUS;26;6-4 6-4;79;21;2158;29;1731
2022-8998;Adelaide 1;20220103;299;104792;Gael Monfils;R;193;FRA;35;106423;Thanasi Kokkinakis;R;196;AUS;26;7-5 6-0;80;21;2158;171;394
2022-8998;Adelaide 1;20220103;298;111575;Karen Khachanov;R;198;RUS;25;105227;Marin Cilic;R;198;CRO;33;7-6(3) 6-3;114;29;1731;30;1710
2022-8998;Adelaide 1;20220103;297;104792;Gael Monfils;R;193;FRA;35;126205;Tommy Paul;R;185;USA;26;6-4 6-1;68;21;2158;43;1349
2022-8998;Adelaide 1;20220103;296;106423;Thanasi Kokkinakis;R;196;AUS;25;144707;Mikael Ymer;R;183;SWE;26;7-6(9) 4-6 6-4;164;171;394;94;782
2022-8998;Adelaide 1;20220103;295;105227;Marin Cilic;R;198;CRO;33;111513;Laslo Djere;R;188;SRB;26;6-3 6-2;67;30;1710;52;1131
2022-8998;Adelaide 1;20220103;294;111575;Karen Khachanov;R;198;RUS;25;106078;Egor Gerasimov;R;196;BLR;25;7-5 6-3;115;29;1731;113;665
2022-8998;Adelaide 1;20220103;293;104792;Gael Monfils;R;193;FRA;35;207678;Juan Manuel Cerundolo;L;183;ARG;25;6-2 6-1;54;21;2158;90;803
2022-8998;Adelaide 1;20220103;292;126205;Tommy Paul;R;185;USA;24;106121;Taro Daniel;R;191;JPN;26;6-4 6-7(1) 6-4;154;43;1349;125;584
2022-8998;Adelaide 1;20220103;291;106423;Thanasi Kokkinakis;R;196;AUS;25;126207;Frances Tiafoe;R;188;USA;26;3-6 7-5 6-1;134;171;394;38;1492
2022-8998;Adelaide 1;20220103;290;144707;Mikael Ymer;R;183;SWE;23;126952;Soon Woo Kwon;R;180;KOR;24;6-3 6-2;136;94;782;53;1115
2022-8998;Adelaide 1;20220103;289;111513;Laslo Djere;R;188;SRB;26;144895;Corentin Moutet;L;178;FRA;26;4-6 7-5 0-0 Def.;110;52;1131;92;797
2022-8998;Adelaide 1;20220103;288;105227;Marin Cilic;R;198;CRO;33;106329;Thiago Monteiro;L;183;BRA;26;6-4 7-6(3);116;30;1710;89;805
2022-8998;Adelaide 1;20220103;287;106078;Egor Gerasimov;R;196;BLR;29;126149;Gianluca Mager;R;185;ITA;27;6-1 3-6 6-3;100;113;665;62;978
2022-8998;Adelaide 1;20220103;286;111575;Karen Khachanov;R;198;RUS;25;105449;Steve Johnson;R;188;USA;32;6-4 4-6 6-2;120;29;1731;85;812
2022-8998;Adelaide 1;20220103;284;207678;Juan Manuel Cerundolo;L;183;ARG;20;106109;Alex Bolt;L;183;AUS;26;6-2 6-4;79;90;803;137;506
2022-8998;Adelaide 1;20220103;283;106121;Taro Daniel;R;191;JPN;28;207518;Lorenzo Musetti;R;185;ITA;26;6-4 6-7(5) 6-3;153;125;584;59;1004
2022-8998;Adelaide 1;20220103;282;126205;Tommy Paul;R;185;USA;24;106210;Jiri Vesely;L;198;CZE;26;6-4 4-6 6-4;136;43;1349;83;822
2022-8998;Adelaide 1;20220103;280;106423;Thanasi Kokkinakis;R;196;AUS;25;105357;John Millman;R;183;AUS;32;6-4 6-3;82;171;394;72;875
2022-8998;Adelaide 1;20220103;279;144707;Mikael Ymer;R;183;SWE;23;126127;Benjamin Bonzi;R;185;FRA;26;7-5 7-5;102;94;782;64;969
2022-8998;Adelaide 1;20220103;278;126952;Soon Woo Kwon;R;180;KOR;24;106415;Yoshihito Nishioka;L;170;JPN;25;6-1 6-2;67;53;1115;81;823
2022-8998;Adelaide 1;20220103;277;111513;Laslo Djere;R;188;SRB;26;106148;Roberto Carballes Baena;R;183;ESP;26;7-5 7-6(1);124;52;1131;79;837
2022-8998;Adelaide 1;20220103;276;144895;Corentin Moutet;L;178;FRA;22;208029;Holger Rune;R;185;DEN;26;7-6(6) 6-4;108;92;797;103;740
2022-8998;Adelaide 1;20220103;275;106329;Thiago Monteiro;L;183;BRA;25;127157;Daniel Altmaier;R;191;GER;26;6-2 3-6 7-6(2);144;89;805;84;813
2022-8998;Adelaide 1;20220103;273;106078;Egor Gerasimov;R;196;BLR;24;105916;Marton Fucsovics;R;188;HUN;26;6-3 6-4;77;113;665;40;1459
2022-8998;Adelaide 1;20220103;272;126149;Gianluca Mager;R;185;ITA;27;202103;Francisco Cerundolo;R;185;ARG;26;6-4 3-6 6-4;122;62;978;127;582
2022-8998;Adelaide 1;20220103;271;105449;Steve Johnson;R;188;USA;32;126846;Aleksandar Vukic;R;188;AUS;26;6-4 2-6 6-4;105;85;812;156;440
2022-9665;Melbourne;20220103;300;104745;Rafael Nadal;L;185;ESP;35;202195;Maxime Cressy;R;198;USA;26;7-6(6) 6-3;107;6;4875;112;683
2022-9665;Melbourne;20220103;299;104745;Rafael Nadal;L;185;ESP;35;200325;Emil Ruusuvuori;R;188;FIN;26;6-4 7-5;116;6;4875;95;778
2022-9665;Melbourne;20220103;298;202195;Maxime Cressy;R;198;USA;25;105777;Grigor Dimitrov;R;188;BUL;26;7-5 7-6(9);123;112;683;28;1801
2022-9665;Melbourne;20220103;297;104745;Rafael Nadal;L;185;ESP;35;134868;Tallon Griekspoor;R;188;NED;26;W/O;0;6;4875;65;966
2022-9665;Melbourne;20220103;296;200325;Emil Ruusuvuori;R;188;FIN;25;144684;Alex Molcan;L;178;SVK;24;6-2 6-1;67;95;778;88;806
2022-9665;Melbourne;20220103;295;105777;Grigor Dimitrov;R;188;BUL;25;122298;Botic Van De Zandschulp;R;188;NED;25;6-7(5) 6-0 7-5;164;28;1801;57;1034
2022-9665;Melbourne;20220103;294;202195;Maxime Cressy;R;198;USA;25;144719;Jaume Munar;R;183;ESP;26;7-6(3) 6-4;145;112;683;77;848
2022-9665;Melbourne;20220103;293;104745;Rafael Nadal;L;185;ESP;35;105575;Ricardas Berankis;R;175;LTU;26;6-2 7-5;91;6;4875;104;739
2022-9665;Melbourne;20220103;292;134868;Tallon Griekspoor;R;188;NED;25;200615;Alexei Popyrin;R;196;AUS;26;6-3 4-6 6-3;117;65;966;61;1000
2022-9665;Melbourne;20220103;291;144684;Alex Molcan;L;178;SVK;24;105676;David Goffin;R;180;BEL;31;7-5 6-3;100;88;806;39;1476
2022-9665;Melbourne;20220103;290;200325;Emil Ruusuvuori;R;188;FIN;25;111442;Jordan Thompson;R;183;AUS;26;7-6(3) 5-7 6-3;170;95;778;75;860
2022-9665;Melbourne;20220103;289;122298;Botic Van De Zandschulp;R;188;NED;24;111456;Mackenzie Mcdonald;R;178;USA;26;6-2 7-5;80;57;1034;55;1084
2022-9665;Melbourne;20220103;288;105777;Grigor Dimitrov;R;188;BUL;25;105487;Facundo Bagnis;L;183;ARG;26;5-7 7-6(3) 6-3;173;28;1801;76;860
2022-9665;Melbourne;20220103;287;144719;Jaume Munar;R;183;ESP;25;105967;Henri Laaksonen;R;185;SUI;26;6-1 7-5;83;77;848;98;765
2022-9665;Melbourne;20220103;286;202195;Maxime Cressy;R;198;USA;25;124187;Reilly Opelka;R;211;USA;26;4-6 7-6(5) 7-6(9);161;112;683;26;1936
2022-9665;Melbourne;20220103;284;105575;Ricardas Berankis;R;175;LTU;25;106218;Marcos Giron;R;180;USA;26;7-5 6-4;90;104;739;66;929
2022-9665;Melbourne;20220103;283;200615;Alexei Popyrin;R;196;AUS;25;105882;Stefano Travaglia;R;185;ITA;30;7-6(5) 6-3;103;61;1000;78;846
2022-9665;Melbourne;20220103;282;134868;Tallon Griekspoor;R;188;NED;25;136440;Dominik Koepfer;L;180;GER;26;6-3 6-4;84;65;966;54;1101
2022-9665;Melbourne;20220103;280;144684;Alex Molcan;L;178;SVK;24;104312;Andreas Seppi;R;190;ITA;37;6-4 6-7(6) 6-3;150;88;806;102;744
2022-9665;Melbourne;20220103;279;111442;Jordan Thompson;R;183;AUS;25;106331;Christopher Oconnell;R;183;AUS;26;1-6 7-5 6-4;140;75;860;175;388
2022-9665;Melbourne;20220103;278;200325;Emil Ruusuvuori;R;188;FIN;25;202104;Sebastian Baez;R;170;ARG;21;7-6(2) 6-1;98;95;778;99;762
2022-9665;Melbourne;20220103;277;111456;Mackenzie Mcdonald;R;178;USA;25;105376;Peter Gojowczyk;R;185;GER;32;6-0 6-3;52;55;1084;86;808
2022-9665;Melbourne;20220103;276;122298;Botic Van De Zandschulp;R;188;NED;24;105173;Adrian Mannarino;L;183;FRA;33;6-4 6-3;82;57;1034;71;879
2022-9665;Melbourne;20220103;275;105487;Facundo Bagnis;L;183;ARG;25;104918;Andy Murray;R;190;GBR;34;6-3 5-7 6-3;146;76;860;134;521
2022-9665;Melbourne;20220103;273;105967;Henri Laaksonen;R;185;SUI;25;105332;Benoit Paire;R;196;FRA;32;4-6 6-3 5-2 RET;118;98;765;46;1245
2022-9665;Melbourne;20220103;272;144719;Jaume Munar;R;183;ESP;25;104731;Kevin Anderson;R;203;RSA;35;6-4 6-4;101;77;848;80;829
2022-9665;Melbourne;20220103;271;202195;Maxime Cressy;R;198;USA;25;208014;Rinky Hijikata;U;;AUS;26;6-3 6-0;63;112;683;375;113
2022-9667;Adelaide 2;20220110;300;106423;Thanasi Kokkinakis;R;196;AUS;25;126239;Arthur Rinderknech;R;196;FRA;26;6-7(6) 7-6(5) 6-3;158;145;480;58;1057
2022-9667;Adelaide 2;20220110;299;126239;Arthur Rinderknech;R;196;FRA;25;144895;Corentin Moutet;L;178;FRA;26;6-1 6-3;76;58;1057;115;643
2022-9667;Adelaide 2;20220110;298;106423;Thanasi Kokkinakis;R;196;AUS;25;105227;Marin Cilic;R;198;CRO;33;6-2 3-6 7-6(10);158;145;480;29;1760
2022-9667;Adelaide 2;20220110;297;144895;Corentin Moutet;L;178;FRA;25;106329;Thiago Monteiro;L;183;BRA;26;6-4 6-4;104;115;643;83;809
2022-9667;Adelaide 2;20220110;296;126239;Arthur Rinderknech;R;196;FRA;25;111575;Karen Khachanov;R;198;RUS;26;7-6(7) 7-5;101;58;1057;30;1726
2022-9667;Adelaide 2;20220110;295;105227;Marin Cilic;R;198;CRO;33;126205;Tommy Paul;R;185;USA;26;6-4 2-6 6-3;114;29;1760;41;1374
2022-9667;Adelaide 2;20220110;294;106423;Thanasi Kokkinakis;R;196;AUS;25;126846;Aleksandar Vukic;R;188;AUS;26;6-7(5) 6-3 6-2;133;145;480;160;440
2022-9667;Adelaide 2;20220110;293;106329;Thiago Monteiro;L;183;BRA;25;104792;Gael Monfils;R;193;FRA;35;6-7(2) 6-3 1-0 RET;117;83;809;19;2373
2022-9667;Adelaide 2;20220110;292;144895;Corentin Moutet;L;178;FRA;25;105916;Marton Fucsovics;R;188;HUN;26;6-2 6-2;75;115;643;38;1447
2022-9667;Adelaide 2;20220110;291;111575;Karen Khachanov;R;198;RUS;25;126149;Gianluca Mager;R;185;ITA;25;7-5 6-3;70;30;1726;63;982
2022-9667;Adelaide 2;20220110;290;126239;Arthur Rinderknech;R;196;FRA;25;126952;Soon Woo Kwon;R;180;KOR;25;5-7 6-3 6-2;119;58;1057;53;1110
2022-9667;Adelaide 2;20220110;289;126205;Tommy Paul;R;185;USA;25;126127;Benjamin Bonzi;R;185;FRA;26;6-4 7-6(6);95;41;1374;65;969
2022-9667;Adelaide 2;20220110;288;105227;Marin Cilic;R;198;CRO;33;144719;Jaume Munar;R;183;ESP;26;7-6(6) 6-2;98;29;1760;72;868
2022-9667;Adelaide 2;20220110;287;126846;Aleksandar Vukic;R;188;AUS;25;105449;Steve Johnson;R;188;USA;32;6-4 7-5;75;160;440;84;807
2022-9667;Adelaide 2;20220110;286;106423;Thanasi Kokkinakis;R;196;AUS;25;104545;John Isner;R;206;USA;36;6-7(5) 7-6(5) 7-6(4);162;145;480;24;2016
2022-9667;Adelaide 2;20220110;284;106329;Thiago Monteiro;L;183;BRA;25;106415;Yoshihito Nishioka;L;170;JPN;25;1-6 6-3 6-4;115;83;809;99;748
2022-9667;Adelaide 2;20220110;283;144895;Corentin Moutet;L;178;FRA;25;105526;Jan Lennard Struff;R;193;GER;26;6-2 6-4;88;115;643;50;1171
2022-9667;Adelaide 2;20220110;282;105916;Marton Fucsovics;R;188;HUN;25;122298;Botic Van De Zandschulp;R;188;NED;25;6-3 7-6(4);112;38;1447;56;1069
2022-9667;Adelaide 2;20220110;280;126149;Gianluca Mager;R;185;ITA;24;106078;Egor Gerasimov;R;196;BLR;25;4-6 7-5 6-4;116;63;982;106;712
2022-9667;Adelaide 2;20220110;279;126239;Arthur Rinderknech;R;196;FRA;25;111456;Mackenzie Mcdonald;R;178;USA;26;6-3 6-7(5) 6-3;132;58;1057;55;1094
2022-9667;Adelaide 2;20220110;278;126952;Soon Woo Kwon;R;180;KOR;24;144750;Lloyd Harris;R;193;RSA;26;5-7 7-5 6-4;141;53;1110;32;1629
2022-9667;Adelaide 2;20220110;277;126205;Tommy Paul;R;185;USA;25;126207;Frances Tiafoe;R;188;USA;26;6-2 6-3;68;41;1374;37;1492
2022-9667;Adelaide 2;20220110;276;126127;Benjamin Bonzi;R;185;FRA;25;106148;Roberto Carballes Baena;R;183;ESP;26;6-3 6-3;70;65;969;76;837
2022-9667;Adelaide 2;20220110;275;144719;Jaume Munar;R;183;ESP;25;105357;John Millman;R;183;AUS;32;6-2 6-2;77;72;868;80;820
2022-9667;Adelaide 2;20220110;273;126846;Aleksandar Vukic;R;188;AUS;25;122330;Alexander Bublik;R;196;KAZ;26;7-6(5) 6-2;80;160;440;35;1538
2022-9667;Adelaide 2;20220110;272;105449;Steve Johnson;R;188;USA;32;106109;Alex Bolt;L;183;AUS;29;6-4 6-4;82;84;807;142;496
2022-9667;Adelaide 2;20220110;271;106423;Thanasi Kokkinakis;R;196;AUS;25;105332;Benoit Paire;R;196;FRA;32;6-4 6-0;70;145;480;47;1205
2022-9663;Sydney;20220110;300;106234;Aslan Karatsev;R;185;RUS;25;104918;Andy Murray;R;190;GBR;34;6-3 6-3;92;20;2351;135;521
2022-9663;Sydney;20220110;299;106234;Aslan Karatsev;R;185;RUS;25;105554;Daniel Evans;R;175;GBR;31;6-3 6-7(13) 6-3;186;20;2351;26;1912
2022-9663;Sydney;20220110;298;104918;Andy Murray;R;190;GBR;34;124187;Reilly Opelka;R;211;USA;26;6-7(6) 6-4 6-4;144;135;521;25;1936
2022-9663;Sydney;20220110;297;106234;Aslan Karatsev;R;185;RUS;25;132283;Lorenzo Sonego;R;191;ITA;26;6-2 3-6 6-2;170;20;2351;27;1825
2022-9663;Sydney;20220110;296;105554;Daniel Evans;R;175;GBR;31;202195;Maxime Cressy;R;198;USA;26;6-4 7-6(5);115;26;1912;75;838
2022-9663;Sydney;20220110;295;124187;Reilly Opelka;R;211;USA;25;206909;Brandon Nakashima;R;185;USA;26;7-6(4) 6-2;82;25;1936;68;917
2022-9663;Sydney;20220110;294;104918;Andy Murray;R;190;GBR;34;105676;David Goffin;R;180;BEL;31;6-2 0-0 RET;49;135;521;45;1261
2022-9663;Sydney;20220110;293;106234;Aslan Karatsev;R;185;RUS;25;200175;Miomir Kecmanovic;R;183;SRB;26;7-5 6-4;93;20;2351;78;836
2022-9663;Sydney;20220110;292;132283;Lorenzo Sonego;R;191;ITA;25;202104;Sebastian Baez;R;170;ARG;21;6-2 6-3;80;27;1825;95;764
2022-9663;Sydney;20220110;291;105554;Daniel Evans;R;175;GBR;31;124079;Pedro Martinez;R;185;ESP;26;6-2 6-3;80;26;1912;61;1001
2022-9663;Sydney;20220110;290;202195;Maxime Cressy;R;198;USA;25;105583;Dusan Lajovic;R;180;SRB;26;6-3 6-4;69;75;838;43;1346
2022-9663;Sydney;20220110;289;206909;Brandon Nakashima;R;185;USA;25;104926;Fabio Fognini;R;178;ITA;34;7-6(7) 7-6(6);118;68;917;36;1494
2022-9663;Sydney;20220110;288;124187;Reilly Opelka;R;211;USA;25;111442;Jordan Thompson;R;183;AUS;26;6-3 6-2;78;25;1936;73;860
2022-9663;Sydney;20220110;287;105676;David Goffin;R;180;BEL;31;106045;Denis Kudla;R;180;USA;26;6-2 6-3;81;45;1261;109;698
2022-9663;Sydney;20220110;286;104918;Andy Murray;R;190;GBR;34;105932;Nikoloz Basilashvili;R;185;GEO;26;6-7(4) 7-6(3) 6-3;193;135;521;23;2086
2022-9663;Sydney;20220110;284;200175;Miomir Kecmanovic;R;183;SRB;25;105882;Stefano Travaglia;R;185;ITA;30;6-2 6-3;63;78;836;86;807
2022-9663;Sydney;20220110;283;202104;Sebastian Baez;R;170;ARG;21;106331;Christopher Oconnell;R;183;AUS;26;6-2 1-6 7-6(4);134;95;764;173;386
2022-9663;Sydney;20220110;282;132283;Lorenzo Sonego;R;191;ITA;25;200384;Hugo Gaston;L;173;FRA;25;3-6 6-3 7-5;162;27;1825;67;919
2022-9663;Sydney;20220110;280;124079;Pedro Martinez;R;185;ESP;25;200615;Alexei Popyrin;R;196;AUS;26;6-4 6-4;92;61;1001;59;1010
2022-9663;Sydney;20220110;279;202195;Maxime Cressy;R;198;USA;25;105173;Adrian Mannarino;L;183;FRA;33;6-3 7-5;82;75;838;70;879
2022-9663;Sydney;20220110;278;105583;Dusan Lajovic;R;180;SRB;25;200221;Alejandro Davidovich Fokina;R;183;ESP;26;7-6(5) 6-4;100;43;1346;51;1160
2022-9663;Sydney;20220110;277;104926;Fabio Fognini;R;178;ITA;34;127157;Daniel Altmaier;R;191;GER;26;6-3 7-5;85;36;1494;91;792
2022-9663;Sydney;20220110;276;206909;Brandon Nakashima;R;185;USA;25;106210;Jiri Vesely;L;198;CZE;26;7-6(2) 7-6(0);108;68;917;79;822
2022-9663;Sydney;20220110;275;111442;Jordan Thompson;R;183;AUS;25;106218;Marcos Giron;R;180;USA;26;6-4 6-2;82;73;860;66;929
2022-9663;Sydney;20220110;273;105676;David Goffin;R;180;BEL;31;105487;Facundo Bagnis;L;183;ARG;26;6-4 6-4;90;45;1261;71;868
2022-9663;Sydney;20220110;272;106045;Denis Kudla;R;180;USA;25;105643;Federico Delbonis;L;190;ARG;31;6-3 6-1;63;109;698;42;1347
2022-9663;Sydney;20220110;271;104918;Andy Murray;R;190;GBR;34;126340;Viktor Durasovic;R;185;NOR;26;6-3 6-1;71;135;521;345;137
